[77]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[78]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
[79]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
[80]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[81]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[82]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[83]	validation_0-error:0.00000	validation_1-error:0.00068	validation_0-f1_err:0.00000	validation_1-f1_err:0.09845
[84]	validation_0-error:0.00000	validation_1-error:0.00068	validation_0-f1_err:0.00000	validation_1-f1_err:0.09845
[85]	validation_0-error:0.00000	validation_1-error:0.00068	validation_0-f1_err:0.00000	validation_1-f1_err:0.09845
[86]	validation_0-error:0.00000	validation_1-error:0.00065	validation_0-f1_err:0.00000	validation_1-f1_err:0.09278
[87]	validation_0-error:0.00000	validation_1-error:0.00068	validation_0-f1_err:0.00000	validation_1-f1_err:0.09845
[88]	validation_0-error:0.00000	validation_1-error:0.00065	validation_0-f1_err:0.00000	validation_1-f1_err:0.09375
[89]	validation_0-error:0.00000	validation_1-error:0.00065	validation_0-f1_err:0.00000	validation_1-f1_err:0.09375
[90]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[91]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[92]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[93]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[94]	validation_0-error:0.00000	validation_1-error:0.00065	validation_0-f1_err:0.00000	validation_1-f1_err:0.09375
[95]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[96]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
[97]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
[98]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
[99]	validation_0-error:0.00000	validation_1-error:0.00058	validation_0-f1_err:0.00000	validation_1-f1_err:0.08247
f1_score_binary for non frauds on test set: 0.999621
f1_score_binary for frauds on test set: 0.890052
f1_score_macro on test set: 0.944837
